id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_era_1,artist_era_2,artist_origin_1,artist_origin_2,artist_origin_3,artist_origin_4,artist_type_1,artist_type_2,genre_1,genre_2,genre_3,gnid,mood_1,mood_2,tempo_1,tempo_2,tempo_3
1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,0.5870000000000001,0.299,8,-7.365,1,0.0263,0.779,0.0,0.12300000000000001,0.35600000000000004,94.992,259550,3,2010s,,Western Europe,United Kingdom,England,,Male,Male,Pop,Western Pop,Adult Alternative Pop,579028920-9F5AD61F03FCB1C40527FC81445FE534,,,,,
2xmrfQpmS2iJExTlklLoAL,I Miss You (feat. Julia Michaels),Clean Bandit,0.638,0.6579999999999999,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.07600000000001,205748,4,2000s,Early 2000s,Asia,Japan,,,Mixed,Mixed Group,Urban,Contemporary R&B/Soul,Urban Crossover,39934789-19335AA50ACA3024DA12738042BBE01B,Excited,Euphoric Energy,Medium Tempo,Medium Fast,120s
42CeaId2XNlxugDvyqHfDf,Candy Paint,Post Malone,0.765,0.688,4,-5.566,1,0.0841,0.633,0.0,0.0734,0.434,90.01299999999999,229573,4,2010s,Mid 2010s,North America,United States,Texas,,Male,Male,Urban,Contemporary R&B/Soul,Neo-Soul,750271483-E2F26843FD4013B90738E2432371C192,Sensual,Intimate,Medium Tempo,Medium Slow,60s
0tBbt8CrmxbjRP0pueQkyU,Wolves,Selena Gomez,0.72,0.807,11,-4.59,0,0.0432,0.129,0.0,0.183,0.305,124.946,197993,4,2000s,Late 2000s,North America,United States,Texas,,Female,Female,Pop,Western Pop,Dance Pop,758962447-A0C3709814DDC6C84E8BD83960B6C0A2,,,,,
0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.21600000000000003,82.03399999999999,202805,4,2010s,,North America,United States,Ohio,,Male,Male,Urban,Western Hip-Hop/Rap,Midwestern Rap,605312155-B69B54890C6AF3CC8D9EAE1DA506359B,,,,,
7eFmN6wnsb7WowRKAqRFfs,Wait,Maroon 5,0.648,0.608,8,-5.16,1,0.0587,0.0835,0.0,0.105,0.488,126.12,190643,4,2000s,,North America,United States,California,Los Angeles,Male,Male Group,Pop,Western Pop,Adult Alternative Pop,758155712-C9ACD01867443FCFD3439CC91598BD6E,Excited,Euphoric Energy,Medium Tempo,Medium Fast,120s
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,0.667,0.726,8,-4.172,1,0.054000000000000006,0.032,0.0,0.0745,0.77,103.001,174800,4,2010s,Late 2010s,North America,United States,California,Los Angeles,Mixed,Mixed Group,,,,750040037-075ACBA737462FF0EBC465072255423C,Excited,Euphoric Energy,Medium Tempo,Medium Fast,100s
2amzBJRBPOGszBem4FedfE,Let You Down,NF,0.6609999999999999,0.715,5,-5.651,0,0.11900000000000001,0.316,0.0,0.17800000000000002,0.41100000000000003,148.02700000000002,212120,4,2010s,Mid 2010s,North America,United States,Michigan,,Male,Male,Other,Religious,Christian Rap,741135761-86BE52B59B0E936CDA666FD3C899B0FF,Rowdy,Ramshackle / Rollicking,Fast Tempo,Fast,140s
2z4pcBLQXF2BXKFvd0BuB6,Tip Toe (feat. French Montana),Jason Derulo,0.845,0.7090000000000001,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.06200000000001,187521,4,2010s,Late 2010s,North America,United States,Florida,,Male,Male Duo,Pop,Western Pop,Urban Crossover: Pop,753877440-D334BD948411A8FD67D4036FBEB331B5,Cool,Wary / Defiant,Medium Tempo,Medium,60s
3whrwq4DtvucphBPUogRuJ,Havana - Remix,Camila Cabello,0.7509999999999999,0.579,2,-4.0360000000000005,1,0.0321,0.39799999999999996,2.2800000000000002e-05,0.133,0.349,105.031,199095,4,2010s,Late 2010s,North America,United States,,,Mixed,Mixed Duo,Urban,Contemporary R&B/Soul,Urban Crossover,730544164-80B2134F95D51703A8A0EB35D01DA330,Cool,Cool Confidence,Medium Tempo,Medium Fast,100s
3al2hpm92xE0pBalqWQHdD,Betrayed,Lil Xan,0.8270000000000001,0.419,10,-10.329,0,0.11199999999999999,0.413,0.0,0.115,0.22699999999999998,119.97399999999999,187250,4,,,,,,,,,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,742325042-9287F2F08A0E7447F248DE79E6C99F23,Sensual,Intimate,Medium Tempo,Medium Slow,60s
7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.7829999999999999,10,-6.457999999999999,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4,2010s,Early 2010s,North America,United States,New York,New York City,Female,Female,Pop,Western Pop,Dance Pop,739715807-3E22469174153653BC9AF503D7CF8750,Sensual,Intimate,Medium Tempo,Medium Slow,50s
3YU6vJbjYUG0tiJyXf9x5V,Him & I (with Halsey),G-Eazy,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.90799999999999,268867,4,2010s,Mid 2010s,North America,United States,,,Mixed,Mixed Duo,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,584163267-54992F281B981BCF76E0F5C3B33F4767,Cool,Wary / Defiant,Medium Tempo,Medium,70s
04JL2liXXV9B9coeGuUsPw,What Lovers Do (feat. SZA),Maroon 5,0.7959999999999999,0.606,5,-5.254,0,0.0657,0.0767,2.99e-06,0.0863,0.42,110.007,199849,4,2000s,,North America,United States,California,Los Angeles,Male,Male Group,Pop,Western Pop,Adult Alternative Pop,753568577-A70391C6EAEE1D4E839FEB186D9B9052,Cool,Wary / Defiant,Medium Tempo,Medium Slow,50s
75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,0.573,0.5429999999999999,8,-5.357,0,0.0398,0.0777,0.0,0.19899999999999998,0.308,143.916,223347,4,2010s,Mid 2010s,North America,United States,Texas,,Male,Male,Urban,Contemporary R&B/Soul,Neo-Soul,670103791-FE33512E5EE41E8E9B356CD46137C227,Sensual,Intimate,Slow Tempo,Slow,40s
4utgozKpeqZA18lFCcg70Q,Get It Right (feat. MØ),Diplo,0.456,0.833,0,-4.242,1,0.0964,0.10800000000000001,1.7100000000000002e-05,0.0592,0.261,159.808,172500,4,2000s,,North America,United States,New Jersey,,Male,Male,Urban,Western Hip-Hop/Rap,East Coast Rap,152431013-51EAE1DA63E367DA8190ED2BD69756DB,Excited,Euphoric Energy,Fast Tempo,Very Fast,180s
2Xqd0wUttjueBfdcltADOv,No Limit,G-Eazy,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,4,2010s,Mid 2010s,North America,United States,California,Oakland,Male,Male,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,739521486-9540A3F6FF35CFFA3A82AEC456ABC055,Defiant,Attitude / Defiant,Medium Tempo,Medium Slow,50s
43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,0.9359999999999999,0.523,5,-6.71,1,0.0597,0.239,0.0,0.11699999999999999,0.6990000000000001,119.889,124056,4,2010s,Late 2010s,North America,United States,Florida,,Male,Male,Urban,Western Hip-Hop/Rap,Conscious Hip-Hop/Rap,746698138-C27C6226A4D0E2E14C853FC3B4DB3B6A,Cool,Wary / Defiant,Medium Tempo,Medium Slow,60s
6tF92PMv01Ug9Dh8Rmy6nH,New Rules,Dua Lipa,0.7559999999999999,0.682,9,-6.577000000000001,0,0.0753,0.00274,8.85e-06,0.147,0.589,116.008,209333,4,2010s,Mid 2010s,Western Europe,United Kingdom,England,London,Female,Female,Pop,Western Pop,Dance Pop,701080538-DE8C2BA1B2EF6E61DDD202FE4BB02EF3,Sensual,Intimate,Medium Tempo,Medium Slow,50s
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,Halsey,0.675,0.736,0,-3.6039999999999996,1,0.0302,0.06,0.0,0.0879,0.607,118.369,181279,4,2010s,,North America,United States,New York,New York City,Female,Female,Electronica,Electronica Mainstream,Pop Electronica,717124452-E9790A3961B41805F0E605814BBD853C,Sensual,Intimate,Medium Tempo,Medium,70s
32DGGj6KlNuBr6WaqRxpxi,How Long,Charlie Puth,0.8490000000000001,0.581,1,-5.242999999999999,0,0.0767,0.18899999999999997,3.61e-06,0.0805,0.779,110.008,198237,4,2010s,Mid 2010s,North America,United States,New Jersey,,Male,Male,Pop,Western Pop,Teen Pop,746697920-E619FEF246A340A56CBDA7CA42DC0D62,Energizing,Edgy / Sexy,Medium Tempo,Medium Fast,110s
3Ga6eKrUFf12ouh9Yw3v2D,Downtown,Anitta,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.00799999999998,193456,4,2010s,Early 2010s,South America,Brazil,,Rio De Janeiro,Female,Female,Other,Brazilian,Brazilian Pop,756981643-C65217CFDC66DF46F35F9937413A4BC0,Cool,Wary / Defiant,Medium Tempo,Medium,80s
1OmcAT5Y8eg5bUPv9qJT4R,rockstar,Post Malone,0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.14300000000000002,0.141,159.786,218320,4,2010s,Mid 2010s,North America,United States,Texas,,Male,Male,Urban,Contemporary R&B/Soul,Neo-Soul,742356189-07C7CA28BF60945583171451053CF921,Sensual,Intimate,Slow Tempo,Slow,40s
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,0.698,0.375,5,-8.279,1,0.0491,0.652,0.0,0.17300000000000001,0.534,91.92,201000,4,2010s,,Western Europe,United Kingdom,England,London,Male,Male,Urban,Contemporary R&B/Soul,Neo-Soul,753599078-69F0B1508CA4D14A1769C9221949B651,,,,,
7EI6Iki24tBHAMxtb4xQN2,Anywhere,Rita Ora,0.628,0.797,11,-3.9530000000000003,0,0.0596,0.0364,0.0,0.10400000000000001,0.321,106.93,215064,4,2010s,,Western Europe,United Kingdom,England,London,Female,Female,Pop,Western Pop,Urban Crossover: Pop,748639080-272BC006CD083BF29874A445A3AB50ED,Urgent,Dark Pop Intensity,Medium Tempo,Medium Fast,100s
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip,Offset,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,172800,4,2010s,Late 2010s,North America,United States,"Georgia, US",Atlanta,Male,Male Duo,Urban,Western Hip-Hop/Rap,Southern Rap,755608112-6E0E0BAFAAE98B018F25C333D19223D5,Sensual,Intimate,Medium Tempo,Medium,60s
5mAxA6Q1SIym6dPNiFLUyd,All Night,Steve Aoki,0.545,0.865,6,-2.6010000000000004,0,0.0522,0.0724,4.79e-06,0.919,0.332,89.992,205333,4,2010s,Mid 2010s,North America,United States,,,Male,Male Duo,Electronica,Dubstep,Dubstep,440316317-13FC1A6F9504FFE3399B08AE85FFF1AA,Excited,Euphoric Energy,Medium Tempo,Medium Fast,120s
7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,0.52,0.7609999999999999,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.28600000000000003,141.971,180823,4,2010s,Late 2010s,North America,United States,,,Male,Male Duo,Electronica,Dubstep,Dubstep,737966300-F31A0F5C6245B0A29BC8EE31EB60720B,Excited,Euphoric Energy,Fast Tempo,Fast,140s
4tERsdVCLtLtrGdFBf9DGC,New,Daya,0.7020000000000001,0.7290000000000001,0,-4.323,1,0.0319,0.044000000000000004,5.99e-06,0.364,0.317,106.945,230880,4,2010s,Mid 2010s,North America,United States,Pennsylvania,Pittsburgh,Female,Female,Pop,Western Pop,Adult Alternative Pop,748249648-8A1F625AB211EFB416CDDAA295B99DFC,Excited,Euphoric Energy,Medium Tempo,Medium Fast,100s
2hl6q70unbviGo3g1R7uFx,Échame La Culpa,Luis Fonsi,0.726,0.889,0,-3.655,1,0.0429,0.0328,0.0,0.0925,0.649,96.024,173720,4,2000s,,Caribbean,Puerto Rico,,,Male,Male,Other,Latin Pop,General Latin Pop,757786836-3E82C2C8F1842F1076012BAA92D6AD22,,,,,
5gIRPQWULwrvIt0F6pY7ph,Stranger Things,Kygo,0.604,0.6609999999999999,0,-5.914,1,0.0375,0.23399999999999999,0.0,0.0951,0.506,107.016,221440,4,2010s,Late 2010s,Scandinavia,Norway,,,Male,Male Group,Electronica,House,General House,756971925-767806CE1DEDB39F4772B84C621E0A9A,,,,,
33SNO8AaciGbNaQFkxvPrW,Kiwi,Harry Styles,0.375,0.93,2,-2.6310000000000002,1,0.0561,0.00064,0.0,0.318,0.491,147.124,176387,4,2010s,,Western Europe,United Kingdom,England,,Male,Male,Pop,Western Pop,Adult Alternative Pop,710784667-89D023BD67C932CA989BB42D80B98D3A,Urgent,Energetic Anxious,Fast Tempo,Fast,150s
7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,0.613,0.8420000000000001,10,-4.332,0,0.21899999999999997,0.0157,0.0,0.23,0.645,169.917,238726,4,2010s,Late 2010s,Asia,South Korea,,,Male,Male Group,Pop,Korean Pop,K-Pop,761432584-2B8FB3699C7893A81173D0B936F4B4DF,,,,,
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,0.258,0.43700000000000006,11,-6.593,0,0.039,0.10099999999999999,1.27e-06,0.106,0.0967,180.043,239000,4,2010s,,Western Europe,United Kingdom,England,,Male,Male,Pop,Western Pop,Urban Crossover: Pop,739527301-58AB00A4FDD311002E8E6D5E972E8230,Sophisticated,Smoky / Romantic,Medium Tempo,Medium Slow,60s
5yFSF6qQA1rcLsQRnBsZgb,All Falls Down,Alan Walker,0.6579999999999999,0.6779999999999999,1,-4.407,1,0.057999999999999996,0.303,0.0,0.361,0.662,97.976,199111,4,2010s,Mid 2010s,Scandinavia,Norway,,,Male,Male,Electronica,House,Progressive House,752526486-A1E9BA1979B88086E98D355C7C9797BE,Excited,Upbeat Pop Groove,Medium Tempo,Medium Fast,90s
7zLGHiDWd9T1Rxw4PQCb13,Walk On Water (feat. Beyoncé),Eminem,0.5770000000000001,0.593,9,-4.816,0,0.13699999999999998,0.8,0.0,0.623,0.575,120.611,303781,5,2000s,,North America,United States,Michigan,Detroit,Male,Male,Urban,Western Hip-Hop/Rap,Midwestern Rap,756296275-18B6097EEAF1404E62A0E974E1A8727A,Sophisticated,Smoky / Romantic,Slow Tempo,Slow,40s
7DoN0sCGIT9IcLrtBDm4f0,Lonely Together (feat. Rita Ora),Avicii,0.648,0.667,2,-5.294,0,0.065,0.13699999999999998,2.1e-05,0.0797,0.217,102.96600000000001,181812,4,2010s,Mid 2010s,Scandinavia,Sweden,,,Male,Male,Electronica,House,Progressive House,745581084-65A867DC79F368845DF66C9A9544542B,Yearning,Energetic Yearning,Medium Tempo,Medium Fast,100s
7krbSH3rd8lhIZvuzTV3Bl,Naked,James Arthur,0.529,0.607,6,-6.781000000000001,1,0.0574,0.10400000000000001,0.0,0.0631,0.23800000000000002,101.96600000000001,234107,4,2010s,Early 2010s,Western Europe,United Kingdom,England,,Male,Male,Pop,Western Pop,Pop Vocal,755237509-B7DA53365DE60958313662F85F2DC13B,Melancholy,Sad / Soulful,Medium Tempo,Medium,60s
2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),Macklemore,0.7120000000000001,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.11199999999999999,0.268,122.964,240507,4,2010s,,North America,United States,Washington,Seattle,Male,Male,Urban,Western Hip-Hop/Rap,Conscious Hip-Hop/Rap,760939358-7ACA8F0177082B9BE52C381E4400977F,Yearning,Energetic Yearning,Medium Tempo,Medium Slow,60s
1gjxuBurykxzaqbDaqKKYU,Wanted You (feat. Lil Uzi Vert),NAV,0.797,0.721,9,-4.912,0,0.0575,0.174,0.0,0.24,0.627,146.924,228080,4,2010s,Mid 2010s,North America,Canada,Ontario,Toronto,Male,Male,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,754959739-5F132938952C0544296E0EAA4943EEFD,Brooding,Dreamy Brooding,Medium Tempo,Medium,70s
0S0vWvyZ6Rc79TXkWxT9QA,Save That Shit,Lil Peep,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.42100000000000004,0.145,105.99700000000001,231547,4,2010s,Late 2010s,North America,United States,New York,New York City,Male,Male,Urban,Western Hip-Hop/Rap,Conscious Hip-Hop/Rap,729605370-3DB4917B9100A943EAB1AE4FC02E41BD,Defiant,Attitude / Defiant,Medium Tempo,Medium Slow,50s
0Zbbxnx4SGGHoIow4PpISP,Stargazing,Kygo,0.677,0.49700000000000005,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,236853,4,2010s,Late 2010s,Scandinavia,Norway,,,Male,Male Duo,Electronica,House,General House,756971930-4CD538B65E19CF19411C817776C8B200,,,,,
0tPQPaOKM32WgMSbPCYyRH,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,0.721,0.873,1,-4.7410000000000005,1,0.11900000000000001,0.0789,0.0,0.0824,0.552,79.943,172687,4,2010s,Early 2010s,Western Europe,France,,,Male,Male Duo,Electronica,House,General House,753646656-599EB38F9A26151EBD63B5FC1214899C,,,,,
7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,0.615,0.547,0,-5.086,0,0.152,0.254,0.0,0.171,0.16699999999999998,106.68799999999999,214255,4,2010s,,Australia/Oceania,New Zealand,,,Female,Female,Electronica,Electronica Mainstream,Pop Electronica,742499348-3BEB1A7F78D87E4BB3EDB221D64F7FF5,Sensual,Intimate,Medium Tempo,Medium Slow,50s
3ncgNpxLoBQ65ABk4djDyd,Pick It Up (feat. A$AP Rocky),Famous Dex,0.9209999999999999,0.467,1,-8.443,1,0.11900000000000001,0.0149,0.00023799999999999998,0.33399999999999996,0.287,135.995,191252,4,2010s,Late 2010s,North America,United States,Illinois,Chicago,Male,Male,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,752057220-B2F3D5453AD4BB0ABB02AC5062997EF1,Defiant,Attitude / Defiant,Medium Tempo,Medium,60s
5uu28fUesZMl89lf9CLrgN,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,0.526,0.851,0,-3.7880000000000003,1,0.0672,0.0514,0.0,0.127,0.292,180.03400000000002,204192,4,2010s,Mid 2010s,North America,United States,California,Los Angeles,Male,Male Group,Electronica,House,General House,748232426-348562C1189BE80E699BDE70159E102A,Yearning,Energetic Yearning,Medium Tempo,Medium Fast,90s
1OG4nxGMy72EklX2DwcN3Z,Bedroom Floor,Liam Payne,0.597,0.68,1,-7.104,1,0.0769,0.322,0.000143,0.111,0.195,119.946,188346,4,2010s,,Western Europe,United Kingdom,England,,Male,Male,Pop,Western Pop,Teen Boy Band,750493475-C977FEDDE92C25B1D20D1766B5725843,Excited,Euphoric Energy,Medium Tempo,Medium Fast,120s
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,0.7979999999999999,0.539,1,-6.351,1,0.0421,0.19899999999999998,1.66e-05,0.165,0.39399999999999996,136.94899999999998,202547,4,2010s,Late 2010s,North America,United States,Texas,,Male,Male,Urban,Contemporary R&B/Soul,Neo-Soul,697339562-A4C1AEEB93F192B7857BE271B223D593,Excited,Euphoric Energy,Fast Tempo,Fast,130s
6GNifiuBPrKFpwNBYnooFm,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,0.7490000000000001,0.6709999999999999,6,-5.151,1,0.0599,0.68,0.0,0.16699999999999998,0.7559999999999999,81.994,268864,4,2010s,Late 2010s,North America,United States,Pennsylvania,Philadelphia,Male,Male,Urban,Western Hip-Hop/Rap,Southern Rap,758371585-8F78040CD0003A31453A7FBB75206A55,,,,,
1YMBg7rOjxzbya0fPOYfNX,A Different Way (with Lauv),DJ Snake,0.78,0.764,8,-4.098,1,0.0391,0.512,1.14e-06,0.152,0.545,104.988,198286,4,2010s,Mid 2010s,Western Europe,France,,Paris,Male,Male,Electronica,Dubstep,Dubstep,745574662-2513027A7AC14C8B997D3CA9C4B63D2B,Energizing,Edgy / Sexy,Medium Tempo,Medium Fast,100s
4DTpngLjoHj5gFxEZFeD3J,Codeine Dreaming (feat. Lil Wayne),Kodak Black,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4,2010s,Mid 2010s,North America,United States,Florida,,Male,Male,Urban,Western Hip-Hop/Rap,Southern Rap,758096630-07AC47B44FD58E28E67239F371944213,Other,,Medium Tempo,Medium,70s
4pYZLpX23Vx8rwDpJCpPTA,New Freezer (feat. Kendrick Lamar),Rich The Kid,0.888,0.664,0,-10.13,1,0.341,0.0424,0.0,0.0734,0.53,140.012,193173,4,2010s,,North America,United States,"Georgia, US",Atlanta,Male,Male,Urban,Western Hip-Hop/Rap,Southern Rap,744883865-B3FFCA66A6D7EB61DEAEA341750B35E6,Sensual,Intimate,Medium Tempo,Medium,70s
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,A$AP Ferg,0.797,0.8440000000000001,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600,4,2010s,,North America,United States,New York,New York City,Male,Male,Urban,Western Hip-Hop/Rap,Conscious Hip-Hop/Rap,735482227-F5BE3876A46DF3095912F5668B6B5F5D,Cool,Wary / Defiant,Medium Tempo,Medium,80s
6X5OFBbrsHRsyO1zP7udgr,Man's Not Hot,Big Shaq,0.895,0.877,0,-4.206,1,0.26899999999999996,0.10300000000000001,3.59e-05,0.106,0.595,135.036,186027,4,2010s,Late 2010s,Western Europe,United Kingdom,,,Male,Male,Urban,Western Hip-Hop/Rap,European Hip-Hop/Rap,743898628-2816B792D816BAF722DBB24D2FAFD0BA,Cool,Wary / Defiant,Medium Tempo,Medium Fast,90s
2vjmyyAnDUzilFYxOlTdO1,GUMMO,6ix9ine,0.6890000000000001,0.7609999999999999,1,-4.939,1,0.13,0.0485,0.0,0.136,0.698,78.514,157643,4,2010s,Late 2010s,North America,United States,New York,New York City,Male,Male,Urban,Western Hip-Hop/Rap,Underground Hip-Hop/Rap,749197538-D4A2D4704C9DD0CB3EDBC1D3E29B6813,Cool,Wary / Defiant,Medium Tempo,Medium,70s
6foxplXS0YEq8cO374Lty4,Gucci Gang,Lil Pump,0.95,0.5329999999999999,5,-7.022,1,0.14800000000000002,0.247,0.0,0.114,0.675,119.869,124056,4,2010s,Late 2010s,North America,United States,Florida,,Male,Male,Urban,Western Hip-Hop/Rap,Conscious Hip-Hop/Rap,746698138-C27C6226A4D0E2E14C853FC3B4DB3B6A,Cool,Wary / Defiant,Medium Tempo,Medium Slow,60s
5u6vkDnOyaf8LsteDAj2ub,Ghostface Killers,21 Savage,0.782,0.436,2,-7.0329999999999995,1,0.155,0.331,1.3000000000000001e-05,0.342,0.243,82.994,268933,4,2010s,Late 2010s,North America,United States,"Georgia, US",Atlanta,Male,Male Group,Urban,Western Hip-Hop/Rap,Southern Rap,755608110-44E1749AC1E60FDAEA12C4C393E1A59C,Sensual,Dreamy Pulse,Slow Tempo,Slow,40s
1YZfcVLbbJwfizR5cDOp3q,MotorSport,Migos,0.9009999999999999,0.529,2,-4.4430000000000005,1,0.191,0.0519,0.0,0.179,0.146,138.003,307660,4,2010s,,North America,United States,"Georgia, US",Atlanta,Male,Male Group,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,758798208-64E6132714F5663AE3022F702381D366,,,,,
1XRgIKC5TPwo7nWGyKqgG0,I Get The Bag (feat. Migos),Gucci Mane,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.94799999999998,233087,4,2010s,,North America,United States,"Georgia, US",Atlanta,Male,Male,Urban,Western Hip-Hop/Rap,Southern Rap,740106985-F759FA91A5E256F201FC371594DD0D44,Defiant,Attitude / Defiant,Medium Tempo,Medium,70s
0XsyBG2YwPaDlGSOXz1YID,Fashion (feat. Rich The Kid),Jay Critch,0.721,0.517,4,-8.2,0,0.062,0.00299,0.0,0.0568,0.151,143.03,209207,4,2010s,Late 2010s,North America,United States,"Georgia, US",Atlanta,Male,Male Group,Urban,Western Hip-Hop/Rap,Southern Rap,721230800-11DDB172B88EDB96832213F55830BAB6,Defiant,Attitude / Defiant,Medium Tempo,Medium,70s
4YkwUfWSIxdKNLDXw0caFO,Pills & Automobiles,Chris Brown,0.82,0.696,7,-4.918,0,0.182,0.11900000000000001,0.0,0.231,0.617,144.981,292910,4,2010s,Late 2010s,North America,United States,,,Male,Male Group,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,753151937-B2586FC7DB0480BBD6556E8DE7141550,Cool,Wary / Defiant,Medium Tempo,Medium,70s
2bwN9oZIn9XXSd8RlJ4FDM,Lovin' (feat. A Boogie Wit da Hoodie),PnB Rock,0.595,0.606,5,-6.335,0,0.0316,0.0025800000000000003,0.0,0.344,0.168,92.075,210652,4,2010s,Mid 2010s,North America,United States,Pennsylvania,Philadelphia,Male,Male,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,760132654-B89D52C283708BDFD0442E1B37CE9A7E,Sensual,Intimate,Medium Tempo,Medium Slow,60s
4d2iGFWFAMt6AE7SQ7Psxh,Something New,Roy Woods,0.904,0.434,10,-7.807,0,0.0638,0.0276,5.99e-05,0.0816,0.473,120.036,214297,4,2010s,Mid 2010s,North America,Canada,Ontario,,Male,Male,Urban,Contemporary R&B/Soul,Neo-Soul,758097427-0DADA8FCE28E9A38B56CBCFF6392CE0B,Sensual,Intimate,Medium Tempo,Medium Slow,60s
0Gux2yTMWYOlcBUNjGJu5p,Pull Up N Wreck (With Metro Boomin),Big Sean,0.595,0.431,10,-7.282,1,0.486,0.0101,7.03e-05,0.16399999999999998,0.107,125.2,227707,3,2010s,Late 2010s,North America,United States,Michigan,Detroit,Male,Male Group,Urban,Western Hip-Hop/Rap,Conscious Hip-Hop/Rap,753626466-7D97E08FC9540F72CAB7EAB8FF726E89,Defiant,Attitude / Defiant,Medium Tempo,Medium,80s
0taOCiup4HNG9LmbduVlJj,Rubbin Off The Paint,YBN Nahmir,0.721,0.71,7,-9.294,1,0.295,0.000655,0.0,0.359,0.509,108.024,156057,5,2010s,Late 2010s,North America,United States,Alabama,,Male,Male,Urban,Western Hip-Hop/Rap,Southern Rap,746634104-FA5DCA7566050B6E0538BA9918B574FB,Cool,Wary / Defiant,Medium Tempo,Medium Slow,50s
5RCfvwDewu6p2x1mEI6smX,The Race,Tay-K,0.7879999999999999,0.5329999999999999,9,-7.593999999999999,1,0.35200000000000004,0.0168,0.0,0.204,0.46799999999999997,80.04,140945,4,2010s,Late 2010s,North America,United States,California,Los Angeles,Male,Male,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,734262543-3A100FFD90D9B9C46BEF9709917F4B30,Defiant,Attitude / Defiant,Medium Tempo,Medium,80s
40oKW22ZNNkEdZLJTScaQI,Roll In Peace (feat. XXXTENTACION),Kodak Black,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4,2010s,Mid 2010s,North America,United States,Florida,,Male,Male,Urban,Western Hip-Hop/Rap,Southern Rap,758096614-CBF5FAB6B38A7FC332222DD095D622A8,Sensual,Intimate,Medium Tempo,Medium,70s
